"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Iraq","IRQ","1996","78.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Ireland","IRL","2004","99.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Isle of Man","IMN","2010","84.903",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Italy","ITA","2004","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2011","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2009","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2008","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2005","90.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2002","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2001","70.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","2000","66.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","1999","98.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","1998","93.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","1997","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jamaica","JAM","1989","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jordan","JOR","2018","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jordan","JOR","2012","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jordan","JOR","2007","98.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jordan","JOR","2002","98.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jordan","JOR","1997","95.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Jordan","JOR","1990","82.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kazakhstan","KAZ","2015","99.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kazakhstan","KAZ","2011","99.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kazakhstan","KAZ","2006","99.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kazakhstan","KAZ","1999","92.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kazakhstan","KAZ","1995","92.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2020","92.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2015","93.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2014","95.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2010","85.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2009","91.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2003","88.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","2000","76.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","1998","91.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","1993","94.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kenya","KEN","1989","78.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kiribati","KIR","2019","89.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kiribati","KIR","2009","88.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kiribati","KIR","2008","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kiribati","KIR","1994","88.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Korea, Dem. People's Rep.","PRK","2017","99.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Korea, Dem. People's Rep.","PRK","2009","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Korea, Dem. People's Rep.","PRK","2000","97.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kosovo","XKX","2020","99.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kosovo","XKX","2014","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kuwait","KWT","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kuwait","KWT","1996","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kyrgyz Republic","KGZ","2018","99.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kyrgyz Republic","KGZ","2014","98.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kyrgyz Republic","KGZ","2012","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kyrgyz Republic","KGZ","2006","96.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Kyrgyz Republic","KGZ","1997","97.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2017","78.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2012","54.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2010","71.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2006","35.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2005","28.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2001","26.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lao PDR","LAO","2000","26.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Latvia","LVA","2004","91.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lebanon","LBN","2004","95.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lebanon","LBN","2002","95.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lebanon","LBN","1995","87.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","2018","91.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","2014","95.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","2009","91.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","2005","90.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","2004","90.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","2000","84.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","1995","87.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lesotho","LSO","1993","90.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2020","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2016","97.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2013","95.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2011","95.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2009","95.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2007","79.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","2000","84.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Liberia","LBR","1986","82.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Libya","LBY","2007","93.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Libya","LBY","1995","80.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Lithuania","LTU","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2021","88.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2018","85.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2016","87.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2013","82.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2011","83.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2009","86.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2004","79.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","2000","71.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","1997","76.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Madagascar","MDG","1992","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2020","96.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2017","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2016","94.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2014","96.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2012","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2010","94.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2006","91.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2005","92.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2004","92.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2002","94.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","2000","91.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malawi","MWI","1992","90.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2014","97.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2013","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2012","96.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2011","97.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2009","90.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2005","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malaysia","MYS","2003","73.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Maldives","MDV","2017","98.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Maldives","MDV","2009","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Maldives","MDV","2004","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Maldives","MDV","2001","81.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","2018","79.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","2015","42.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","2013","74.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","2010","34.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","2006","70.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","2001","56.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","1996","46.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mali","MLI","1987","32.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Malta","MLT","2004","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Marshall Islands","MHL","2007","81.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mauritania","MRT","2021","85.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mauritania","MRT","2015","86.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mauritania","MRT","2011","84.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mauritania","MRT","2007","75.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mauritania","MRT","2001","63.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mauritania","MRT","1991","48.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","2015","98.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","2014","97.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","2012","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","2009","95.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","2006","97.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","1995","86.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mexico","MEX","1987","75.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Micronesia, Fed. Sts.","FSM","2008","80.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Moldova","MDA","2012","98.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Moldova","MDA","2005","98.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Moldova","MDA","1997","98.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2018","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2014","98.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2013","98.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2010","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2008","99.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2005","98.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2003","98.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","2000","96.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mongolia","MNG","1998","89.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Montenegro","MNE","2018","97.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Montenegro","MNE","2013","91.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Montenegro","MNE","2006","97.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","2018","88.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","2011","77.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","2004","67.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","1997","42.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","1995","44.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","1992","37.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Morocco","MAR","1987","28.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","2018","94.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","2015","87.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","2011","90.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","2008","92.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","2003","84.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","2000","75.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Mozambique","MOZ","1997","71.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Myanmar","MMR","2016","80.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Myanmar","MMR","2010","83.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Myanmar","MMR","2007","79.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Myanmar","MMR","2001","75.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Myanmar","MMR","1997","75.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Namibia","NAM","2013","96.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Namibia","NAM","2007","94.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Namibia","NAM","2000","90.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Namibia","NAM","1992","87.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nauru","NRU","2007","94.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2019","88.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2017","83.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2016","83.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2014","68.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2011","58.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2006","43.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2001","27.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","2000","27.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","1996","23.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nepal","NPL","1991","15.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","New Zealand","NZL","1994","95.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nicaragua","NIC","2012","94.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nicaragua","NIC","2007","90.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nicaragua","NIC","2001","85.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nicaragua","NIC","1998","84.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nicaragua","NIC","1993","71.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Niger","NER","2021","83.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Niger","NER","2012","82.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Niger","NER","2006","46.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Niger","NER","2000","41.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Niger","NER","1998","39.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Niger","NER","1992","31.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2018","67.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2017","65.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2015","62.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2013","60.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2011","66.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2010","54.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2008","57.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","2003","58.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","1999","63.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","1990","57.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Nigeria","NGA","1986","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","North Macedonia","MKD","2019","97.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","North Macedonia","MKD","2011","98.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","North Macedonia","MKD","2006","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","North Macedonia","MKD","2000","81.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","North Macedonia","MKD","1997","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","2014","98.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","2012","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","2009","99.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","2008","97.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","2000","99.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","1999","96.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","1998","96.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","1995","98.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Oman","OMN","1987","88.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2019","91.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2018","86.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2013","73.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2008","56.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2007","60.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2005","36.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","2001","43.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","1999","24.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","1997","26.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Pakistan","PAK","1991","25.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Palau","PLW","2010","90.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Palau","PLW","2008","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Palau","PLW","2007","100.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Panama","PAN","2015","99.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Panama","PAN","2013","93.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Panama","PAN","2009","95.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Panama","PAN","1998","72.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Papua New Guinea","PNG","2018","76.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Papua New Guinea","PNG","2006","78.800",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Papua New Guinea","PNG","1996","76.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Paraguay","PRY","2016","98.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Paraguay","PRY","2008","96.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Paraguay","PRY","2004","94.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Paraguay","PRY","1998","89.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Paraguay","PRY","1996","88.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Paraguay","PRY","1990","86.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2020","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2019","98.200",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2018","98.100",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2017","97.500",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2016","97.600",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2015","97.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2014","96.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2013","95.900",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2012","96.000",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2011","95.400",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2010","94.700",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2009","94.300",""
"Pregnant women receiving prenatal care (%)","SH.STA.ANVC.ZS","Peru","PER","2008","94.500",""
